,assoc,values
338,they sell,"see also dividendviewcount type=a id=1097625 get free copy zacks research report ecolab ecl information research offerings zacks investment research visit zacks.com keyword ecolab nyse ecl ecl basic material,27886510 downgrade zacks investment researchratings:4,16 nyse eclrefreshed1 receive news ratings ecolab daily enter email address receive concise daily summary latest news analysts ratings ecolab related companies marketbeat.com free daily email newsletter ."
339,they buy,head head review lexinfintech nasdaq lx versus competitors helper search token crypto hsn price tops 0.0000 ecolab nyse ecl upgraded zacks investment research hold rating buy rating report issued wednesday october 10th .
340,they buy,boenning scattergood reiterated buy rating shares ecolab report tuesday july 31st .
341,they sell,finally jpmorgan chase co. cut ecolab neutral rating underweight rating report friday june 22nd .
342,they buy,eight research analysts rated stock hold rating eleven assigned buy rating company .
343,they buy,company presently average rating buy consensus price target 150.81 .
344,they sell,average sell-side analysts predict ecolab post 5.36 earnings per share current fiscal year .
345,they sell,"related news evp michael a. hickey sold 32,468 shares stock transaction thursday september 13th ."
346,they sell,"stock sold average price 155.80 total value 5,058,514.40 ."
347,they sell,"also director victoria reich sold 6,700 shares stock transaction thursday august 9th ."
348,they sell,"shares sold average price 148.40 total value 994,280.00 ."
349,they sell,"insiders sold total 114,885 shares company stock valued 17,369,786 last three months ."
350,they buy,"squar milner financial services llc bought new position ecolab 2nd quarter valued 126,000 ."
351,they buy,"flagship harbor advisors llc bought new position ecolab 2nd quarter valued 139,000 ."
352,they buy,"lejeune puetz investment counsel llc bought new position shares ecolab 2nd quarter worth 154,000 ."
353,they buy,"featured story bull marketviewcount type=a id=1096654 get free copy zacks research report ecolab ecl information research offerings zacks investment research visit zacks.com keyword ecolab nyse ecl ecl basic material,27886510 upgrade zacks investment researchratings:4,17 nyse eclrefreshed2 receive news ratings ecolab daily enter email address receive concise daily summary latest news analysts ratings ecolab related companies marketbeat.com free daily email newsletter ."
