0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
gd,Q4,2019,1,1,1,458,571,0,0,0.131630775,0.285749325,0.083090795,0,1,0,0.162593706,1,8.806653398,1,1,0,1,1,0,1,1,0,1,0.429,169.75,173.24,2.02,0.09,1,0.128617655,3,1,0,1,2,5,4,5,3,1,4,60,0,1,1
jef,Q4,2019,1,1,1,195,256,0,0,0.124521267,1.05900063,0.003640645,0,0,0,0.021609804,1,4870670,1,1,1,0,1,0,0,0,1,0,0,19.51,20.05,0.36,-0.18,0,0.090126434,2,0,0,1,2,5,3,5,5,1,4,50,100,1,1
lstr,Q4,2019,1,1,1,137,190,1,1,0.065993726,0.264972882,0.130937699,0,2,0,0.198921245,1,13.21998761,1,1,0,1,2,0,1,1,0,1,0.054,109.35,104.77,1.43,0.09,0,0.108218763,4,1,1,1,4,5,3,5,3,1,4,100,0,1,0
mco,Q4,2019,0,1,0,292,343,1,1,0.425013677,0.436030893,0.116427358,0,0,0,0.086645004,1,12.93171332,1,1,0,1,0,1,1,1,1,0,8.816,180.22,160.34,1.77,-0.04,0,0.10253024,3,1,0,1,5,5,2,5,2,1,3,40,0,1,1
ndaq,Q4,2019,1,0,0,224,263,0,0,0.22289767,0.165909091,0.046496896,0,2,0,0.091827457,1,9.87,1,1,1,1,0,0,0,0,0,0,0,86.74,85.84,1.11,-0.01,0,0.107576999,3,0,0,1,3,5,2,5,4,1,4,80,93,1,1
nsc,Q4,2019,1,1,1,467,625,0,0,0.29646479,-0.727621483,0.151325922,0,2,0,0.168096321,1,0.347873393,0,1,0,1,0,0,1,1,1,0,-0.823,185.87,171.04,2.12,0.28,0,0.105515017,3,1,1,1,5,5,3,5,3,1,4,40,0,1,1
noc,Q4,2019,1,0,0,400,523,0,0,0.162628826,0.321589028,0.08167274,0,0,0,0.093334762,1,6.154792899,1,1,0,1,1,0,1,1,0,1,-0.357,274.56,274.06,4.37,0.61,1,0.108366371,3,1,1,1,2,5,4,5,3,1,4,50,91,1,0
pkg,Q4,2019,1,1,1,292,259,0,0,0.128566774,0.19309679,0.107882211,0,2,0,0.213230716,1,2.203459947,0,1,0,1,1,0,1,1,0,0,-0.239,99.16,94.5,1.94,0.03,0,0.074462666,4,1,1,1,2,5,2,5,4,1,4,75,72,1,0
pypl,Q4,2019,1,1,1,836,659,0,0,0.168015885,0.184090909,0.044023152,0,2,0,0.102138822,1,8.569371728,1,0,0,1,0,0,0,0,1,1,-0.058,102.78,90.73,0.65,0.02,1,0.087973194,5,0,0,1,5,5,2,2,0,1,0,60,0,1,1
rjf,Q4,2019,1,1,1,203,269,0,1,0.145495088,0.311549412,0.018238875,0,2,0,0.044738996,1,14.5826478,1,1,1,1,1,0,0,1,1,0,1.092,82.83,80.53,1.54,0.06,0,0.087435673,3,1,0,1,3,5,2,5,4,1,4,50,91,1,1
swk,Q4,2019,1,0,0,322,370,0,0,0.117825799,0.196949863,0.064264283,0,2,0,0.061940015,1,7.441377331,0,0,0,1,1,0,1,0,0,0,0,137.18,128.91,1.05,0.01,0,0.092920821,4,1,0,1,4,5,2,5,2,1,4,40,0,1,1
trow,Q4,2019,1,1,1,335,439,0,0,0.51599415,0.368807632,0.198768479,1,2,1,0.319548872,1,7.446165644,0,0,0,1,0,1,1,1,1,0,0.014,101.8,97.37,1.51,-0.19,0,0.109245968,3,0,0,1,3,5,2,5,4,1,4,80,93,1,1
tel,Q4,2019,0,1,0,321,358,1,0,0.14115716,0.104651163,0.086739164,0,2,0,0.240468297,1,3.857233302,1,1,1,0,0,0,1,1,1,0,0,84.1,79.5,1.26,0.01,0,0.104459009,5,0,0,1,3,5,3,5,4,1,4,40,93,1,1
gt,Q4,2019,1,1,1,198,233,0,0,0.057098264,0.58428246,0.020276606,0,0,0,0.094809235,1,2.063749832,0,1,1,0,2,0,0,0,0,0,0,18.62,20.43,-0.09,-0.04,0,0.113920698,3,0,0,0,2,5,4,1,0,1,4,50,72,1,0
tmo,Q4,2019,1,0,0,652,669,1,0,0.116120088,0.082750103,0.039263089,0,2,0,0.128135398,1,5.168766988,1,1,0,1,0,0,0,0,1,0,0.701,267.02,244.93,2.68,0.07,0,0.072425963,4,1,0,1,4,5,2,5,0,1,0,50,0,1,1
var,Q4,2019,1,0,1,229,275,1,0,0.11571794,0.254371495,0.066324672,0,2,0,0.2251622,1,10.25969448,1,0,0,1,0,0,1,1,1,0,0,137.75,124.54,1.09,-0.01,1,0.085749737,3,1,1,1,4,5,4,5,2,1,0,40,0,0,1
v,Q4,2019,0,1,1,1101,1041,0,0,0.636997494,0.427142124,0.098548038,0,2,0,0.261464634,1,12.92816901,1,1,0,1,0,1,1,1,1,1,0.18,154.98,142.76,1.2,0.05,1,0.108689384,5,0,0,1,5,5,2,5,2,1,0,60,0,1,1
wynn,Q4,2019,0,1,1,250,253,0,0,0.092298885,-0.587191153,0.058917866,0,0,0,0.16172663,1,0.714241002,0,1,0,1,0,0,1,1,0,0,-0.055,127.62,116.21,1.24,-0.29,0,0.034644109,5,0,0,1,2,5,3,5,2,1,4,60,0,1,0
xlnx,Q4,2019,0,1,1,419,317,0,0,0.294160463,0.099218614,0.131316907,0,2,0,0.418348971,1,7.732510491,1,1,0,1,0,1,1,1,1,1,0,127.22,101.56,0.83,0.08,1,0.1214975,3,1,0,1,5,5,2,0,1,1,3,40,0,1,1
mmm,Q4,2019,1,1,1,825,934,1,1,0.238430679,0.354928458,0.127885856,0,0,0,0.236677413,1,3.570606813,1,1,0,1,0,0,1,1,1,0,1.576,209.71,201.3,2.4,0.03,0,0.111362964,3,1,1,1,5,5,2,5,3,1,4,50,0,0,0
abbv,Q4,2019,0,1,0,897,994,0,1,0.273851715,0.312928692,0.075000706,0,2,0,0.15162356,1,10.06635747,1,1,1,1,0,0,1,0,1,0,0,80.44,84.5,2.02,-0.04,0,0.067936225,3,1,1,1,2,4,2,5,3,1,0,60,0,1,1
afl,Q4,2019,1,1,1,433,487,0,0,0.185443301,-0.145843703,0.033552694,0,2,0,0.054413554,1,49.92396313,1,1,1,1,1,0,0,0,1,0,-0.797,49.36,46.57,1.03,0.08,0,0.121621341,3,1,1,1,5,5,4,5,4,1,4,60,0,1,1
alk,Q4,2019,1,0,0,254,268,0,1,0.14682037,0.171699741,0.089335567,0,2,0,0.218226736,1,1.363385147,0,1,1,1,2,0,0,0,0,0,-0.927,57.08,62.53,-0.05,0.04,0,0.100191267,3,1,0,0,2,5,4,5,3,1,4,50,0,1,1
alle,Q4,2019,1,1,1,203,207,1,0,0.164313595,0.300732878,0.107513769,0,0,0,0.162508776,1,9.548770817,1,1,0,1,0,0,1,1,1,1,12.833,90.84,87.3,0.84,0,1,0.087759046,5,0,0,0,5,5,4,5,3,1,3,40,72,1,1
ads,Q4,2019,0,1,1,252,312,0,0,0.140049745,0.270465267,0.02570328,0,0,0,0.090154182,1,20.08168574,1,1,0,1,1,0,0,1,1,0,0.05,171.36,181.94,3.72,0.1,0,0.060333177,5,0,0,1,1,4,3,5,4,1,4,50,93,0,0
mo,Q4,2019,0,1,1,718,879,0,0,0.504155125,-0.040598291,0.236609416,0,0,0,0.176396487,1,10.18495298,1,0,0,1,0,1,1,1,1,0,-0.748,55.8,54.61,0.9,0,0,0.098650067,3,1,0,1,2,5,4,5,0,1,0,60,72,0,0
amzn,Q4,2019,1,0,0,1572,969,0,1,0.021375642,0.202261967,0.023098012,0,0,0,0.177266629,1,3.639872304,0,0,0,1,0,0,1,1,0,1,0.63,1772.36,1675.59,3.08,0.36,1,0.096336238,5,0,0,0,5,5,4,1,0,1,3,100,72,1,1
aal,Q4,2019,1,1,1,288,270,0,0,0.0796537,0.622385862,0.024287203,0,2,0,0.088565295,1,1.293967637,0,1,1,1,2,0,0,0,0,0,0,32.54,34.14,0.46,0.03,0,0.08835135,3,1,0,1,2,5,2,5,0,1,4,60,72,1,0
ajg,Q4,2019,1,1,1,263,286,0,0,0.059462229,-0.436631462,0.032280998,0,2,0,0.080508954,1,14.6795245,1,1,0,1,0,0,0,1,0,0,0.641,79.02,76.2,1.52,0.01,1,0.116886275,3,1,1,1,5,5,4,5,3,1,4,50,0,1,0
bax,Q4,2019,0,1,1,410,514,0,0,0.1152353,0.405094495,0.041902869,0,2,0,0.229768605,1,2.301874455,1,1,0,1,0,0,1,1,1,0,0,77.93,70.79,0.67,0.05,0,0.104736398,3,1,0,1,4,5,2,5,3,1,3,40,91,1,1
bmrn,Q4,2019,1,1,1,219,229,0,0,-0.027309488,-2.262494774,-0.025261999,0,2,1,-0.004799771,0,1.464978254,1,1,0,0,0,0,0,0,0,0,0,90.66,93.48,-0.36,0.23,0,0.06153115,3,1,0,1,4,5,4,5,0,1,4,80,0,0,1
bwa,Q4,2019,1,1,1,247,300,1,0,0.108538365,0.54559985,0.044944624,0,2,0,0.197980442,1,3.421782247,0,1,1,1,2,0,1,1,0,0,0,40.01,39.02,0.91,0.14,0,0.068662258,3,1,1,1,2,5,2,5,4,1,4,50,91,1,1
bmy,Q4,2019,0,1,1,791,859,1,1,0.246967655,0.809978562,0.030014009,0,2,0,0.243042757,1,4.154369126,1,1,0,1,0,0,1,1,1,0,0,48.47,51.1,1.05,0.09,1,0.133197459,3,1,1,1,2,4,4,5,3,1,4,60,91,1,1
cms,Q4,2019,1,1,1,277,241,0,0,0.134589093,0.478555305,0.019956616,0,0,0,0.091804868,1,0.392756995,0,1,0,1,0,0,0,0,0,0,0,54.87,51.94,0.78,0,0,0.122682756,4,1,1,1,5,5,5,5,3,1,4,50,0,0,1
cof,Q4,2019,1,0,0,428,478,0,0,0.278979986,0.614530226,0.005419847,0,2,0,0.044743393,1,4.881229854,1,1,1,1,1,1,0,0,1,0,0,83.99,84.11,2.45,-0.5,0,0.109813115,3,1,1,1,3,5,4,5,0,1,4,50,93,1,1
cern,Q4,2019,1,0,0,279,387,0,0,0.18807426,0.103554955,0.134013962,0,2,0,0.776546159,1,3.207266926,1,0,0,1,0,0,1,0,1,0,-0.61,58.27,57.11,0.6,0,1,0.07773259,3,1,1,1,4,5,2,0,2,1,0,40,0,1,1
cmcsa,Q4,2019,0,1,1,898,790,0,0,0.180561926,-0.492998111,0.121277912,0,0,0,0.182269431,1,2.210267741,0,1,1,1,0,0,1,1,1,1,-0.833,40.14,37.51,0.55,0.02,1,0.114107322,3,0,0,1,5,5,4,1,3,1,4,80,0,1,0
dhi,Q4,2019,0,1,0,274,382,0,1,0.113696686,0.351850696,0.08522233,0,2,1,0.098061753,1,72.4845679,1,1,1,1,1,0,1,1,0,0,0.517,42.07,38.36,0.82,-0.02,1,0.109280477,3,0,0,0,5,5,4,5,4,1,0,100,93,1,1
dlr,Q4,2019,1,1,1,335,328,0,0,0.106371636,0.029908997,0.011598533,0,1,0,0.099340423,1,0.181568712,1,0,1,1,0,0,0,0,0,0,-0.3,118.12,112.1,0.2,-0.14,1,0.113689956,5,0,0,1,5,5,4,5,0,1,4,40,0,1,1
emn,Q4,2019,1,0,0,289,380,1,0,0.134987957,-0.076803724,0.086505407,0,1,0,0.15752448,1,1.703049759,0,1,1,1,1,0,1,1,0,0,-0.931,80.12,79.6,1.74,-0.21,0,0.083328542,3,1,1,1,2,5,2,5,4,1,4,75,0,0,0
f,Q4,2019,1,1,1,499,600,0,0,0.051972241,0.063819342,0.02948706,0,0,0,0.081223742,1,4.24855695,0,1,1,1,2,0,0,0,0,0,0,8.89,8.81,0.19,-0.02,0,0.098590652,5,0,0,1,4,5,4,5,2,1,0,40,0,1,1
ftv,Q4,2019,1,0,0,315,474,0,1,0.192938702,0.186653169,0.099470506,0,2,0,0.175781483,1,9.341754386,1,1,0,0,0,1,1,1,1,0,5.27,84.34,76.86,0.66,0.06,0,0.107442245,3,1,1,1,5,5,3,5,4,1,0,40,0,1,0
fcx,Q4,2019,0,1,1,355,383,0,1,0.177528501,0.303228022,0.048710525,0,2,0,0.179420134,1,0.713360007,1,1,1,0,1,0,1,1,1,0,-0.534,12.99,12.03,-0.01,-0.07,0,0.11877816,3,1,0,1,2,5,0,5,4,1,4,60,0,0,1
hsy,Q4,2019,1,1,1,392,333,0,0,0.147785102,0.318845055,0.140983009,0,0,0,0.270331345,1,3.567397685,1,1,0,1,0,0,1,1,1,0,0.859,113.36,108.52,1.33,-0.01,0,0.106907515,3,1,1,1,5,5,4,5,3,1,4,40,0,1,1
hban,Q4,2019,0,1,1,321,339,0,0,0.339420502,0.149210904,0.011383596,0,2,0,0.020927269,1,4.753472222,1,1,1,1,0,1,0,0,1,0,-0.227,13.39,13.62,0.3,-0.04,1,0.100429221,4,1,0,1,5,5,3,5,4,1,4,80,91,1,0
itw,Q4,2019,0,1,0,490,564,1,0,0.228447674,0.484097859,0.100536353,0,0,0,0.197030596,1,8.050618673,1,1,0,1,0,0,1,1,1,0,0,147.61,136.75,1.72,0.01,0,0.097286145,4,1,1,1,5,5,4,5,3,1,4,50,0,1,0
ilmn,Q4,2019,1,1,1,443,355,0,0,0.378997093,0.349952061,0.138101579,0,2,0,0.38243007,1,2.955961332,1,0,0,1,0,0,1,1,1,0,2.088,313.04,310.2,1.27,-0.04,1,0.086504707,3,1,1,1,3,5,1,1,0,1,0,40,0,1,1
intc,Q4,2019,1,1,1,1144,1077,1,0,0.324277816,0.528252752,0.077899212,0,2,0,0.407707911,1,1.526697317,0,1,0,1,0,1,1,1,1,0,0,54.58,49.52,0.85,0.06,0,0.119493085,5,0,0,1,5,5,2,3,3,1,4,40,72,1,1
ip,Q4,2019,0,1,1,434,422,0,0,0.047141609,-1.058536585,0.063239241,0,0,0,0.064213142,1,1.585575731,0,1,1,1,2,0,0,1,0,0,-0.784,46.22,45.15,0.87,0.06,0,0.080181421,4,1,1,1,2,5,3,5,4,1,4,50,74,1,0
ivz,Q4,2019,1,1,1,269,310,0,0,0.276960642,0.187657431,0.035596549,0,2,0,0.061001335,1,10.51620135,1,1,1,1,1,0,0,0,1,0,-0.72,19.91,19.46,0.48,-0.09,0,0.095558845,5,0,0,1,1,5,3,5,4,1,0,40,0,1,0
irm,Q4,2019,1,1,1,234,225,0,1,0.056602675,0.119203381,0.016753032,0,0,0,0.084007932,1,1.125201635,0,0,0,0,0,0,0,1,0,0,5.959,35.52,34.25,0.22,0,0,0.101844413,3,1,0,1,5,5,4,5,2,1,5,40,0,0,0
jci,Q4,2019,0,0,0,301,448,0,0,0.084780591,0.275605942,0.031050035,0,2,0,0.0010229,1,4.929259925,0,0,1,1,1,0,0,0,0,0,0.543,36.22,33.9,0.28,0.02,0,0.132516883,4,1,0,1,4,5,4,5,0,1,4,60,91,1,0
jnpr,Q4,2019,1,1,1,249,208,0,0,0.16148154,0.622813501,0.031137505,0,2,0,0.244541908,1,4.92331799,1,1,1,1,0,0,0,0,1,0,0,26.79,27.58,0.18,0.02,0,0.109502797,3,1,0,1,4,5,4,5,3,1,4,40,0,1,0
klac,Q4,2019,0,1,0,334,383,0,0,0.337138299,0.210671931,0.167398236,0,0,0,0.256711279,1,12.25464918,1,1,0,1,0,1,1,1,1,1,0,120.25,102.59,1.62,0.24,1,0.107496471,5,0,0,1,3,5,3,5,4,1,4,40,93,1,1
lkq,Q4,2019,1,1,1,269,298,0,0,0.079340785,0.304918618,0.056982096,0,2,0,0.100557748,1,10.663702,1,0,1,1,2,0,1,0,0,1,-0.71,28.97,27.32,0.53,-0.01,1,0.082148508,3,1,0,1,2,5,4,1,3,1,0,75,0,1,0
mmc,Q4,2019,1,0,0,354,369,0,0,0.188462635,0.428679531,0.073033433,0,2,0,0.145761146,1,19.69662921,1,1,0,1,0,0,1,1,1,0,4.276,92.93,86.78,1.4,0.05,0,0.109810455,3,1,1,1,5,5,4,5,2,1,4,40,0,1,0
mas,Q4,2019,0,1,1,254,329,1,1,0.115676524,0.343891403,0.096313697,0,0,0,0.140347599,1,6.768821966,1,1,1,1,1,0,1,1,0,0,1.425,39.52,33.98,0.45,0.08,0,0.104296609,3,1,1,1,5,5,2,5,3,1,3,50,72,0,0
mat,Q4,2019,1,1,1,152,199,1,1,-0.103439588,-1.086857681,-0.1689245,0,0,1,-0.005543813,0,6.216788809,1,0,0,0,2,0,0,0,0,0,0,13.77,13.27,-0.69,0.2,0,0.08770781,3,1,0,1,2,5,4,0,0,1,4,40,0,1,1
mhk,Q4,2019,1,0,0,270,291,0,0,0.138849092,0.260396234,0.080334833,0,2,0,0.238796322,1,2.222373378,0,0,1,0,2,0,1,0,0,0,-0.046,129.93,131.1,2.02,0.04,0,0.107191605,3,1,0,1,1,5,4,5,4,1,0,50,91,1,0
nem,Q4,2019,1,1,1,347,352,0,0,0.146434404,1.045539033,-0.004765842,0,2,0,0.26139035,1,0.612435406,1,1,1,1,0,0,0,0,0,0,0,34.85,33.44,0.22,0.15,0,0.035005667,3,1,0,1,2,4,4,5,0,1,5,40,0,1,0
pki,Q4,2019,1,1,1,162,208,1,0,0.131466711,0.471248795,0.048039855,0,2,0,0.080387651,1,7.572088061,1,1,0,1,0,0,0,0,0,1,0,96.02,88.22,0.66,0.02,0,0.065766256,3,1,1,1,4,5,2,5,1,1,0,40,0,1,1
pfg,Q4,2019,1,1,1,264,282,0,1,0.159807567,-0.032101945,0.009098169,0,2,1,0.017383508,1,18.55589203,1,1,1,1,1,0,0,0,0,1,-0.719,51.89,49.6,1.16,-0.18,1,0.103640336,5,0,0,1,3,5,2,1,4,1,4,50,81,1,1
rtn,Q4,2019,0,1,1,604,666,0,0,0.122810478,0.35785416,0.06558652,0,2,0,0.134657837,1,10.39278393,1,1,0,1,1,0,1,1,0,0,1.117,181.04,176.49,2.4,0.04,0,0.1264185,3,0,0,1,2,5,4,5,3,1,4,40,0,1,1
rsg,Q4,2019,1,0,0,301,332,0,0,0.127680127,0.002417908,0.060453019,0,1,0,0.144904785,1,1.291112711,0,1,0,1,0,0,0,0,0,0,-0.547,79.08,75.6,0.7,0.02,0,0.13232963,4,1,0,1,5,5,4,5,0,1,4,40,0,1,0
rok,Q4,2019,1,1,1,339,428,0,0,0.164371841,0.204067862,0.115293855,0,0,0,0.229874836,1,10.80887138,1,1,0,1,0,0,1,1,1,0,0,179.82,169.64,1.99,0.22,0,0.108242866,3,1,0,1,5,5,3,5,2,1,4,40,0,0,0
sbux,Q4,2019,1,1,1,740,781,0,1,0.192859185,0.331812391,0.200806092,0,2,0,0.468569697,1,4.550625064,1,1,1,1,0,0,1,1,1,0,-0.662,73.02,66.75,0.52,0.1,0,0.105990252,4,1,1,1,5,5,4,5,0,1,4,60,0,1,0
srcl,Q4,2019,1,0,0,163,306,0,0,-0.030133773,1.398517146,0.006067284,0,1,0,0.124666029,1,4.832253711,1,1,1,0,1,0,0,0,0,0,0,52.82,47.07,0.77,0.08,0,0.047058808,3,1,0,1,5,5,4,5,3,1,4,40,72,0,0
ups,Q4,2019,0,1,1,668,716,0,0,0.108513481,0.313094572,0.108142634,0,0,0,0.03333108,1,2.978207795,0,0,0,1,1,0,1,1,0,0,-0.587,111.15,107.77,1.36,0.04,0,0.101414824,4,1,1,1,4,5,3,5,3,1,4,100,0,0,0
uhs,Q4,2019,1,1,1,210,219,0,0,0.109032058,0.320435345,0.06990476,0,2,0,0.207453771,1,2.276954537,0,1,1,1,1,0,1,1,0,0,-0.28,132.88,129,2.42,0.03,0,0.099855594,4,1,0,1,3,4,4,5,3,1,0,100,0,0,0
vlo,Q4,2019,1,1,1,514,625,1,1,0.036275408,-0.295915186,0.081043901,0,2,0,0.201115269,1,3.217139738,1,1,1,1,2,0,1,0,0,0,-0.598,85.37,84.73,0.14,1.05,0,0.111285141,3,0,0,1,1,5,4,5,4,1,4,60,0,1,1
vrsn,Q4,2019,1,1,1,251,239,0,0,0.514131466,0.236663038,0.155463711,0,2,0,0.167265943,1,4.42139477,1,0,1,1,0,1,1,0,1,0,0.772,183.61,163.45,1.24,0.37,0,0.095899201,3,1,0,1,5,5,4,2,1,1,4,40,0,1,1
vrtx,Q4,2019,1,1,1,332,338,0,0,-0.006304216,6.840716426,0.074304275,0,2,0,0.561905636,1,3.152439017,1,0,0,0,0,1,1,1,1,1,14.4,183.65,179.2,0.58,0.24,1,0.054335772,3,1,0,1,4,5,4,5,0,1,4,80,0,1,1
wec,Q4,2019,1,1,1,372,343,0,0,0.207517814,0.241620464,0.038103227,0,0,0,0.094059832,1,0.358293905,0,1,1,1,0,0,0,0,1,0,-0.526,77.76,72.83,1.23,0.02,1,0.129230302,3,1,1,1,5,5,5,5,3,1,4,25,0,1,1
xel,Q4,2019,1,1,1,364,302,0,0,0.148193616,0.320710059,0.026679061,0,0,0,0.099002375,1,0.336133463,0,1,1,1,0,0,0,0,0,0,0.132,55.84,52.13,0.58,0,0,0.125263425,2,1,1,1,5,5,5,5,3,1,4,25,0,0,1
aon,Q4,2019,1,0,0,337,290,0,0,0.068513703,0.364963504,0.046994787,0,0,0,0.034235075,1,17.72695035,1,1,0,1,0,0,1,1,0,0,0,169.66,160.31,3.21,0.03,0,0.106270958,3,0,0,1,5,5,4,5,1,1,0,40,0,1,0
cog,Q4,2019,1,1,1,237,252,1,1,-0.130736516,1.439481691,0.021236661,0,2,0,0.407617365,1,0.568742505,0,1,0,1,0,1,1,1,1,1,0,26.17,24.85,0.39,-0.03,1,0.075872541,3,0,0,1,5,5,4,5,3,1,3,40,91,1,0
cvx,Q4,2019,1,1,1,1121,1059,0,0,0.072330078,-0.005205509,0.036228458,0,2,0,0.196340215,1,0.717368551,0,1,1,1,1,0,0,0,0,1,0.199,123.68,117.58,1.08,0.08,0,0.111610956,3,1,1,1,4,5,4,5,3,1,4,100,0,1,0
cl,Q4,2019,1,1,1,539,726,0,0,0.225637375,0.37654144,0.159671821,0,0,0,0.245636612,1,3.79518664,1,1,1,1,0,0,1,1,1,0,0.876,67.1,63.98,0.63,0.01,0,0.118848402,4,1,0,1,5,5,4,5,1,1,3,40,0,1,1
ipg,Q4,2019,0,0,0,287,208,0,0,0.112624607,0.322323868,0.043637394,0,0,0,0.086397617,1,11.49062116,1,1,0,1,1,0,0,1,0,1,0.293,21.86,22.46,-0.03,0.1,1,0.127018294,4,1,1,1,3,5,4,5,0,1,4,50,72,1,1
tsco,Q4,2019,1,0,0,319,335,1,0,0.092680209,0.371621491,0.147310223,0,2,0,0.435453929,1,6.9472103,0,1,0,1,1,0,1,1,0,0,0.247,96.2,91.5,0.52,0.02,1,0.070202817,3,1,0,1,5,5,4,5,3,1,4,80,69,1,1
vtr,Q4,2019,1,0,0,345,349,0,0,0.365101216,-0.045948934,0.056626842,0,1,0,0.111067077,1,0.179037289,1,0,1,1,0,0,0,0,1,0,-0.841,62.59,60.99,0.28,-0.18,0,0.12785615,3,0,0,1,4,5,4,5,0,1,0,40,0,1,1
wy,Q4,2019,1,1,1,353,571,0,1,0.099499722,0.187150838,0.032227698,0,2,0,0.131113537,1,0.476398544,1,0,1,1,0,0,0,0,0,0,0,26.04,25.9,0.07,-0.01,0,0.084655819,3,0,0,1,1,5,4,5,2,1,0,40,0,1,0
are,Q4,2019,0,1,1,225,199,0,1,0.171950661,5.15E-06,0.013970064,0,2,0,0.080216923,1,0.110240262,1,0,1,0,0,1,0,0,1,1,0,141.75,129,0.41,-0.82,1,0.136856455,3,0,0,1,5,5,4,5,1,1,4,40,69,1,1
googl,Q4,2019,0,1,1,1269,1084,0,0,0.245302422,0.534365462,0.064178008,0,2,0,0.828053491,1,2.615553406,1,0,0,1,0,0,1,1,1,1,0,1214.68,1118.09,9.32,1.95,1,0.114206078,3,1,0,1,5,5,2,4,2,1,0,80,87,0,0
goog,Q4,2019,1,1,1,1159,993,0,0,0.245302422,0.534365462,0.064178008,0,2,0,0.828053491,1,2.615553406,1,0,0,1,0,0,1,1,1,1,0,1210.1,1109.95,9.32,1.95,1,0.111835599,5,0,0,0,5,5,2,4,2,1,0,80,87,0,0
leg,Q4,2019,1,1,1,226,227,1,1,0.109539023,0.32037037,0.082403965,0,1,0,0.188008475,1,5.940352463,1,1,0,1,1,0,1,1,0,0,0.46,42.73,40.28,0.5,0.09,1,0.092110444,3,1,1,1,4,5,4,5,3,1,4,50,0,0,0
nxpi,Q4,2019,0,1,1,379,357,1,0,0.193280035,-0.269983231,0.092103622,0,2,0,0.236814091,1,4.359868111,1,1,1,1,0,0,0,1,1,0,-0.633,95.15,85.51,1.52,0.05,0,0.075860973,3,1,0,1,3,5,2,1,4,1,4,80,91,1,1
vno,Q4,2019,1,1,1,180,237,0,0,0.153140122,0.132533286,0.013071437,0,0,0,0.075416017,1,0.175876581,1,0,0,0,0,0,0,0,1,0,1.55,67.96,67.72,0.16,0.04,0,0.126446142,3,0,0,1,4,5,4,5,2,1,4,40,0,0,0
wdc,Q4,2019,0,1,1,324,379,0,0,0.040276541,0.483745124,0.013295378,0,2,0,0.186368073,1,6.295087372,1,1,1,1,2,0,1,0,0,0,0,50.41,46.41,0.38,-0.06,0,0.039465162,5,0,0,1,5,5,3,5,4,1,4,40,93,0,0
aos,Q4,2019,1,1,1,261,261,0,0,0.17379117,0.430683564,0.092731594,0,2,0,0.210241546,1,5.66591038,1,1,0,1,0,0,1,1,1,0,4.564,53.77,48.64,0.52,0.04,0,0.09716857,3,1,1,1,3,5,2,5,3,1,4,50,87,0,0
aapl,Q4,2019,0,1,1,1536,1423,0,1,0.279578946,0.245564762,0.128826412,0,2,0,0.266193342,1,6.785483823,1,1,0,1,0,0,1,1,1,0,-0.005,194.37,182.22,2.12,0.01,0,0.083592387,3,1,0,1,4,5,3,5,0,1,4,100,0,1,1
chrw,Q4,2019,1,1,1,277,281,1,0,0.048990812,0.306906459,0.119195653,0,2,0,0.136650832,1,64.55797435,1,0,0,1,2,0,1,1,0,0,0.227,88.54,88.34,1.08,0.13,0,0.08389974,3,1,0,1,5,5,3,1,3,1,3,40,0,1,0
chtr,Q4,2019,1,1,1,355,345,0,0,0.02472283,-8.839494163,0.067486002,0,0,0,0.120635369,1,1.227012512,0,0,1,1,0,0,0,0,0,0,-0.969,355.18,326.15,0.98,-0.22,1,0.130137908,3,1,0,1,0,5,4,5,3,1,0,80,0,0,1
cxo,Q4,2019,0,1,1,278,282,0,0,0.366320166,-0.085130533,0.06961841,0,2,0,0.351878763,1,0.184418373,0,0,1,0,0,1,1,1,1,1,4.667,110.53,120.11,0.48,-0.19,1,0.098088734,5,0,0,1,2,5,4,5,4,1,0,40,74,0,1
cop,Q4,2019,0,1,0,696,778,1,0,-0.087522592,0.696749522,-0.011654535,0,2,0,0.166278988,1,0.654028851,0,1,1,0,1,0,1,1,1,1,0.183,66.48,66.87,0.75,0.12,0,0.084818871,3,1,1,1,2,4,4,5,4,1,4,80,0,1,1
glw,Q4,2019,0,1,1,395,498,0,0,0.163799921,1.29993965,-0.018076671,0,2,0,0.170931423,1,0.721695085,0,1,1,1,0,0,0,0,0,1,0,34.26,32.51,0.37,0.02,1,0.087786598,3,1,1,1,4,5,3,5,2,1,4,60,0,1,0
dvn,Q4,2019,0,1,1,261,422,1,1,0.089014279,0.019404916,0.029694785,0,2,0,0.180268947,1,0.595447065,0,1,1,0,1,1,0,0,1,1,5.279,31.61,29.26,0.06,-0.22,0,0.068173936,4,1,1,1,2,5,3,5,5,1,0,50,0,1,0
etn,Q4,2019,0,1,1,464,524,0,0,0.165065673,0.113420428,0.091499862,0,2,0,0.173873345,1,5.826384923,1,1,1,1,1,0,1,0,0,0,-0.005,82.29,76.08,1.21,0.03,0,0.087252572,3,1,0,1,4,5,3,5,3,1,4,40,0,1,0
